FLY,VIAL,TIME,CENSUS,TREATMENT,POPULATION,GROUP,CONTINENT
1349,91,12,1,T,AM1,1,AMERICA
1350,91,12,1,T,AM1,1,AMERICA
1351,91,12,1,T,AM1,1,AMERICA
1352,91,15,1,T,AM1,1,AMERICA
1353,91,15,1,T,AM1,1,AMERICA
1354,91,15,1,T,AM1,1,AMERICA
1355,91,15,1,T,AM1,1,AMERICA
1356,91,15,1,T,AM1,1,AMERICA
1357,91,15,1,T,AM1,1,AMERICA
1358,91,18,1,T,AM1,1,AMERICA
1359,92,3,1,C,AF1,1,AFRICA
1360,92,3,1,C,AF1,1,AFRICA
1361,92,3,1,C,AF1,1,AFRICA
1362,92,9,1,C,AF1,1,AFRICA
1363,92,15,1,C,AF1,1,AFRICA
1364,92,15,1,C,AF1,1,AFRICA
1365,92,15,0,C,AF1,1,AFRICA
1366,92,21,1,C,AF1,1,AFRICA
1367,92,21,0,C,AF1,1,AFRICA
1368,92,21,0,C,AF1,1,AFRICA
1369,92,21,0,C,AF1,1,AFRICA
1370,92,21,0,C,AF1,1,AFRICA
1371,92,21,0,C,AF1,1,AFRICA
1372,92,21,0,C,AF1,1,AFRICA
1373,92,21,0,C,AF1,1,AFRICA
1374,93,3,1,T,AM1,1,AMERICA
1375,93,3,1,T,AM1,1,AMERICA
1376,93,3,1,T,AM1,1,AMERICA
1377,93,3,1,T,AM1,1,AMERICA
1378,93,9,1,T,AM1,1,AMERICA
1379,93,9,1,T,AM1,1,AMERICA
1380,93,9,1,T,AM1,1,AMERICA
1381,93,12,1,T,AM1,1,AMERICA
1382,93,12,1,T,AM1,1,AMERICA
1383,93,12,1,T,AM1,1,AMERICA
1384,93,12,1,T,AM1,1,AMERICA
1385,93,12,1,T,AM1,1,AMERICA
1386,93,15,1,T,AM1,1,AMERICA
1387,93,15,1,T,AM1,1,AMERICA
1388,93,15,1,T,AM1,1,AMERICA
1389,93,18,1,T,AM1,1,AMERICA
1390,93,18,1,T,AM1,1,AMERICA
1391,94,3,1,T,AF2,1,AFRICA
1392,94,6,1,T,AF2,1,AFRICA
1393,94,9,1,T,AF2,1,AFRICA
1394,94,9,1,T,AF2,1,AFRICA
1395,94,9,1,T,AF2,1,AFRICA
1396,94,9,1,T,AF2,1,AFRICA
1397,94,9,1,T,AF2,1,AFRICA
1398,94,12,1,T,AF2,1,AFRICA
1399,94,12,1,T,AF2,1,AFRICA
1400,94,12,1,T,AF2,1,AFRICA
1401,94,12,1,T,AF2,1,AFRICA
1402,94,15,1,T,AF2,1,AFRICA
1403,94,15,1,T,AF2,1,AFRICA
1404,94,15,1,T,AF2,1,AFRICA
1405,94,15,1,T,AF2,1,AFRICA
1406,95,12,1,T,AS2,1,ASIA
1407,95,12,1,T,AS2,1,ASIA
1408,95,15,1,T,AS2,1,ASIA
1409,95,15,1,T,AS2,1,ASIA
1410,95,21,1,T,AS2,1,ASIA
1411,95,21,1,T,AS2,1,ASIA
1412,95,21,1,T,AS2,1,ASIA
1413,95,21,0,T,AS2,1,ASIA
1414,95,21,0,T,AS2,1,ASIA
1415,95,21,0,T,AS2,1,ASIA
1416,95,21,0,T,AS2,1,ASIA
1417,95,21,0,T,AS2,1,ASIA
1418,95,21,0,T,AS2,1,ASIA
1419,95,21,0,T,AS2,1,ASIA
1420,95,21,0,T,AS2,1,ASIA
1421,96,6,1,T,EU2,1,EUROPE
1422,96,9,1,T,EU2,1,EUROPE
1423,96,9,1,T,EU2,1,EUROPE
1424,96,12,1,T,EU2,1,EUROPE
1425,96,12,1,T,EU2,1,EUROPE
1426,96,12,1,T,EU2,1,EUROPE
1427,96,12,1,T,EU2,1,EUROPE
1428,96,12,1,T,EU2,1,EUROPE
1429,96,15,1,T,EU2,1,EUROPE
1430,96,15,1,T,EU2,1,EUROPE
1431,96,15,1,T,EU2,1,EUROPE
1432,96,15,1,T,EU2,1,EUROPE
1433,96,15,1,T,EU2,1,EUROPE
1434,96,21,0,T,EU2,1,EUROPE
1435,96,21,0,T,EU2,1,EUROPE
1436,97,3,1,T,AS1,1,ASIA
1437,97,3,1,T,AS1,1,ASIA
1438,97,3,1,T,AS1,1,ASIA
1439,97,3,1,T,AS1,1,ASIA
1440,97,9,1,T,AS1,1,ASIA
1441,97,9,1,T,AS1,1,ASIA
1442,97,9,1,T,AS1,1,ASIA
1443,97,12,1,T,AS1,1,ASIA
1444,97,12,1,T,AS1,1,ASIA
1445,97,12,1,T,AS1,1,ASIA
1446,97,12,1,T,AS1,1,ASIA
1447,97,15,1,T,AS1,1,ASIA
1448,97,15,1,T,AS1,1,ASIA
1449,97,15,1,T,AS1,1,ASIA
1450,97,15,1,T,AS1,1,ASIA
1451,98,3,1,T,AS1,1,ASIA
1452,98,3,1,T,AS1,1,ASIA
1453,98,3,1,T,AS1,1,ASIA
1454,98,3,1,T,AS1,1,ASIA
1455,98,9,1,T,AS1,1,ASIA
1456,98,9,1,T,AS1,1,ASIA
1457,98,9,1,T,AS1,1,ASIA
1458,98,12,0,T,AS1,1,ASIA
1459,98,12,0,T,AS1,1,ASIA
1460,98,12,0,T,AS1,1,ASIA
1461,98,12,0,T,AS1,1,ASIA
1462,98,12,0,T,AS1,1,ASIA
1463,98,12,0,T,AS1,1,ASIA
1464,98,12,0,T,AS1,1,ASIA
1465,98,12,0,T,AS1,1,ASIA
1466,99,9,1,C,AS1,1,ASIA
1467,99,15,1,C,AS1,1,ASIA
1468,99,15,1,C,AS1,1,ASIA
1469,99,15,1,C,AS1,1,ASIA
1470,99,15,1,C,AS1,1,ASIA
1471,99,18,0,C,AS1,1,ASIA
1472,99,21,0,C,AS1,1,ASIA
1473,99,21,0,C,AS1,1,ASIA
1474,99,21,0,C,AS1,1,ASIA
1475,99,21,0,C,AS1,1,ASIA
1476,99,21,0,C,AS1,1,ASIA
1477,99,21,0,C,AS1,1,ASIA
1478,99,21,0,C,AS1,1,ASIA
1479,99,21,0,C,AS1,1,ASIA
1480,99,21,0,C,AS1,1,ASIA
1481,100,3,1,T,AS2,1,ASIA
1482,100,3,1,T,AS2,1,ASIA
1483,100,3,1,T,AS2,1,ASIA
1484,100,3,1,T,AS2,1,ASIA
1485,100,3,1,T,AS2,1,ASIA
1486,100,3,1,T,AS2,1,ASIA
1487,100,3,1,T,AS2,1,ASIA
1488,100,3,0,T,AS2,1,ASIA
1489,100,6,1,T,AS2,1,ASIA
1490,100,9,1,T,AS2,1,ASIA
1491,100,15,1,T,AS2,1,ASIA
1492,100,15,1,T,AS2,1,ASIA
1493,100,15,1,T,AS2,1,ASIA
1494,100,15,1,T,AS2,1,ASIA
1495,100,18,0,T,AS2,1,ASIA
1496,101,3,0,T,EU2,1,EUROPE
1497,101,6,1,T,EU2,1,EUROPE
1498,101,9,1,T,EU2,1,EUROPE
1499,101,9,1,T,EU2,1,EUROPE
1500,101,9,1,T,EU2,1,EUROPE
1501,101,9,1,T,EU2,1,EUROPE
1502,101,9,1,T,EU2,1,EUROPE
1503,101,9,1,T,EU2,1,EUROPE
1504,101,9,1,T,EU2,1,EUROPE
1505,101,12,1,T,EU2,1,EUROPE
1506,101,12,1,T,EU2,1,EUROPE
1507,101,12,1,T,EU2,1,EUROPE
1508,101,12,1,T,EU2,1,EUROPE
1509,101,15,1,T,EU2,1,EUROPE
1510,101,15,1,T,EU2,1,EUROPE
1511,102,3,1,C,AF2,1,AFRICA
1512,102,12,1,C,AF2,1,AFRICA
1513,102,12,1,C,AF2,1,AFRICA
1514,102,12,1,C,AF2,1,AFRICA
1515,102,15,1,C,AF2,1,AFRICA
1516,102,18,0,C,AF2,1,AFRICA
1517,102,18,0,C,AF2,1,AFRICA
1518,102,18,0,C,AF2,1,AFRICA
1519,102,18,0,C,AF2,1,AFRICA
1520,102,18,0,C,AF2,1,AFRICA
1521,102,18,0,C,AF2,1,AFRICA
1522,102,18,0,C,AF2,1,AFRICA
1523,102,18,0,C,AF2,1,AFRICA
1524,102,18,0,C,AF2,1,AFRICA
1525,102,18,0,C,AF2,1,AFRICA
1526,103,3,1,T,AS2,1,ASIA
1527,103,3,1,T,AS2,1,ASIA
1528,103,3,0,T,AS2,1,ASIA
1529,103,9,1,T,AS2,1,ASIA
1530,103,9,1,T,AS2,1,ASIA
1531,103,9,1,T,AS2,1,ASIA
1532,103,9,1,T,AS2,1,ASIA
1533,103,9,0,T,AS2,1,ASIA
1534,103,9,0,T,AS2,1,ASIA
1535,103,12,1,T,AS2,1,ASIA
1536,103,12,1,T,AS2,1,ASIA
1537,103,12,1,T,AS2,1,ASIA
1538,103,12,1,T,AS2,1,ASIA
1539,103,15,1,T,AS2,1,ASIA
1540,103,18,1,T,AS2,1,ASIA
1541,104,3,1,T,AF2,1,AFRICA
1542,104,6,1,T,AF2,1,AFRICA
1543,104,6,1,T,AF2,1,AFRICA
1544,104,9,1,T,AF2,1,AFRICA
1545,104,9,1,T,AF2,1,AFRICA
1546,104,9,1,T,AF2,1,AFRICA
1547,104,9,1,T,AF2,1,AFRICA
1548,104,9,1,T,AF2,1,AFRICA
1549,104,12,1,T,AF2,1,AFRICA
1550,104,12,1,T,AF2,1,AFRICA
1551,104,12,1,T,AF2,1,AFRICA
1552,104,15,1,T,AF2,1,AFRICA
1553,104,15,1,T,AF2,1,AFRICA
1554,104,15,1,T,AF2,1,AFRICA
1555,104,15,1,T,AF2,1,AFRICA
1556,105,3,1,T,EU2,1,EUROPE
1557,105,3,1,T,EU2,1,EUROPE
1558,105,3,1,T,EU2,1,EUROPE
1559,105,9,1,T,EU2,1,EUROPE
1560,105,9,1,T,EU2,1,EUROPE
1561,105,9,1,T,EU2,1,EUROPE
1562,105,12,1,T,EU2,1,EUROPE
1563,105,12,1,T,EU2,1,EUROPE
1564,105,12,1,T,EU2,1,EUROPE
1565,105,12,1,T,EU2,1,EUROPE
1566,105,12,1,T,EU2,1,EUROPE
1567,105,15,1,T,EU2,1,EUROPE
1568,105,15,1,T,EU2,1,EUROPE
1569,105,15,1,T,EU2,1,EUROPE
1570,105,15,1,T,EU2,1,EUROPE
1571,106,3,1,T,EU1,1,EUROPE
1572,106,6,1,T,EU1,1,EUROPE
1573,106,6,1,T,EU1,1,EUROPE
1574,106,9,1,T,EU1,1,EUROPE
1575,106,9,1,T,EU1,1,EUROPE
1576,106,9,1,T,EU1,1,EUROPE
1577,106,9,1,T,EU1,1,EUROPE
1578,106,9,1,T,EU1,1,EUROPE
1579,106,15,1,T,EU1,1,EUROPE
1580,106,15,1,T,EU1,1,EUROPE
1581,106,15,1,T,EU1,1,EUROPE
1582,106,15,1,T,EU1,1,EUROPE
1583,106,15,1,T,EU1,1,EUROPE
1584,106,15,1,T,EU1,1,EUROPE
1585,106,15,1,T,EU1,1,EUROPE
1586,107,3,1,T,AM1,1,AMERICA
1587,107,9,1,T,AM1,1,AMERICA
1588,107,9,0,T,AM1,1,AMERICA
1589,107,12,0,T,AM1,1,AMERICA
1590,107,12,0,T,AM1,1,AMERICA
1591,107,12,0,T,AM1,1,AMERICA
1592,107,12,0,T,AM1,1,AMERICA
1593,107,12,0,T,AM1,1,AMERICA
1594,107,12,0,T,AM1,1,AMERICA
1595,107,12,0,T,AM1,1,AMERICA
1596,107,12,0,T,AM1,1,AMERICA
1597,107,12,0,T,AM1,1,AMERICA
1598,107,12,0,T,AM1,1,AMERICA
1599,107,12,0,T,AM1,1,AMERICA
1600,107,12,0,T,AM1,1,AMERICA
1601,108,3,1,T,AF2,1,AFRICA
1602,108,6,1,T,AF2,1,AFRICA
1603,108,9,0,T,AF2,1,AFRICA
1604,108,9,0,T,AF2,1,AFRICA
1605,108,9,0,T,AF2,1,AFRICA
1606,108,9,0,T,AF2,1,AFRICA
1607,108,9,0,T,AF2,1,AFRICA
1608,108,9,0,T,AF2,1,AFRICA
1609,108,9,0,T,AF2,1,AFRICA
1610,108,9,0,T,AF2,1,AFRICA
1611,108,9,0,T,AF2,1,AFRICA
1612,108,9,0,T,AF2,1,AFRICA
1613,108,9,0,T,AF2,1,AFRICA
1614,108,9,0,T,AF2,1,AFRICA
1615,108,9,0,T,AF2,1,AFRICA
1616,109,9,1,T,AS1,1,ASIA
1617,109,9,1,T,AS1,1,ASIA
1618,109,9,1,T,AS1,1,ASIA
1619,109,9,1,T,AS1,1,ASIA
1620,109,9,1,T,AS1,1,ASIA
1621,109,9,1,T,AS1,1,ASIA
1622,109,9,1,T,AS1,1,ASIA
1623,109,12,1,T,AS1,1,ASIA
1624,109,12,1,T,AS1,1,ASIA
1625,109,12,1,T,AS1,1,ASIA
1626,109,12,1,T,AS1,1,ASIA
1627,109,12,1,T,AS1,1,ASIA
1628,109,12,1,T,AS1,1,ASIA
1629,109,12,1,T,AS1,1,ASIA
1630,109,15,0,T,AS1,1,ASIA
1631,110,3,1,C,EU1,1,EUROPE
1632,110,3,1,C,EU1,1,EUROPE
1633,110,3,1,C,EU1,1,EUROPE
1634,110,3,1,C,EU1,1,EUROPE
1635,110,3,1,C,EU1,1,EUROPE
1636,110,3,0,C,EU1,1,EUROPE
1637,110,6,1,C,EU1,1,EUROPE
1638,110,21,0,C,EU1,1,EUROPE
1639,110,21,0,C,EU1,1,EUROPE
1640,110,21,0,C,EU1,1,EUROPE
1641,110,21,0,C,EU1,1,EUROPE
1642,110,21,0,C,EU1,1,EUROPE
1643,110,21,0,C,EU1,1,EUROPE
1644,110,21,0,C,EU1,1,EUROPE
1645,110,21,0,C,EU1,1,EUROPE
1646,111,3,1,T,EU1,1,EUROPE
1647,111,3,1,T,EU1,1,EUROPE
1648,111,6,1,T,EU1,1,EUROPE
1649,111,6,1,T,EU1,1,EUROPE
1650,111,9,1,T,EU1,1,EUROPE
1651,111,9,1,T,EU1,1,EUROPE
1652,111,9,1,T,EU1,1,EUROPE
1653,111,9,1,T,EU1,1,EUROPE
1654,111,9,1,T,EU1,1,EUROPE
1655,111,9,1,T,EU1,1,EUROPE
1656,111,9,1,T,EU1,1,EUROPE
1657,111,12,1,T,EU1,1,EUROPE
1658,111,12,1,T,EU1,1,EUROPE
1659,111,12,1,T,EU1,1,EUROPE
1660,111,15,1,T,EU1,1,EUROPE
1661,112,3,1,T,AS1,1,ASIA
1662,112,6,1,T,AS1,1,ASIA
1663,112,6,1,T,AS1,1,ASIA
1664,112,9,1,T,AS1,1,ASIA
1665,112,9,1,T,AS1,1,ASIA
1666,112,9,1,T,AS1,1,ASIA
1667,112,12,0,T,AS1,1,ASIA
1668,112,12,0,T,AS1,1,ASIA
1669,112,12,0,T,AS1,1,ASIA
1670,112,12,0,T,AS1,1,ASIA
1671,112,12,0,T,AS1,1,ASIA
1672,112,12,0,T,AS1,1,ASIA
1673,112,12,0,T,AS1,1,ASIA
1674,112,12,0,T,AS1,1,ASIA
1675,112,12,0,T,AS1,1,ASIA
1676,113,3,1,C,EU2,1,EUROPE
1677,113,15,0,C,EU2,1,EUROPE
1678,113,15,0,C,EU2,1,EUROPE
1679,113,18,1,C,EU2,1,EUROPE
1680,113,21,0,C,EU2,1,EUROPE
1681,113,21,0,C,EU2,1,EUROPE
1682,113,21,0,C,EU2,1,EUROPE
1683,113,21,0,C,EU2,1,EUROPE
1684,113,21,0,C,EU2,1,EUROPE
1685,113,21,0,C,EU2,1,EUROPE
1686,113,21,0,C,EU2,1,EUROPE
1687,113,21,0,C,EU2,1,EUROPE
1688,113,21,0,C,EU2,1,EUROPE
1689,113,21,0,C,EU2,1,EUROPE
1690,113,21,0,C,EU2,1,EUROPE
1691,114,3,1,T,AS2,1,ASIA
1692,114,3,0,T,AS2,1,ASIA
1693,114,3,0,T,AS2,1,ASIA
1694,114,6,1,T,AS2,1,ASIA
1695,114,9,1,T,AS2,1,ASIA
1696,114,9,1,T,AS2,1,ASIA
1697,114,9,1,T,AS2,1,ASIA
1698,114,9,1,T,AS2,1,ASIA
1699,114,9,1,T,AS2,1,ASIA
1700,114,12,1,T,AS2,1,ASIA
1701,114,12,1,T,AS2,1,ASIA
1702,114,12,1,T,AS2,1,ASIA
1703,114,12,1,T,AS2,1,ASIA
1704,114,12,1,T,AS2,1,ASIA
1705,114,15,0,T,AS2,1,ASIA
1706,115,3,1,C,AF1,1,AFRICA
1707,115,3,1,C,AF1,1,AFRICA
1708,115,3,1,C,AF1,1,AFRICA
1709,115,3,1,C,AF1,1,AFRICA
1710,115,15,1,C,AF1,1,AFRICA
1711,115,15,1,C,AF1,1,AFRICA
1712,115,15,1,C,AF1,1,AFRICA
1713,115,15,1,C,AF1,1,AFRICA
1714,115,15,1,C,AF1,1,AFRICA
1715,115,15,1,C,AF1,1,AFRICA
1716,115,18,0,C,AF1,1,AFRICA
1717,115,18,0,C,AF1,1,AFRICA
1718,115,18,0,C,AF1,1,AFRICA
1719,116,9,1,T,EU2,2,EUROPE
1720,116,9,1,T,EU2,2,EUROPE
1721,116,9,1,T,EU2,2,EUROPE
1722,116,9,1,T,EU2,2,EUROPE
1723,116,9,1,T,EU2,2,EUROPE
1724,116,12,1,T,EU2,2,EUROPE
1725,116,12,1,T,EU2,2,EUROPE
1726,116,12,1,T,EU2,2,EUROPE
1727,116,12,1,T,EU2,2,EUROPE
1728,116,12,1,T,EU2,2,EUROPE
1729,116,12,1,T,EU2,2,EUROPE
1730,116,12,1,T,EU2,2,EUROPE
1731,116,12,1,T,EU2,2,EUROPE
1732,116,15,1,T,EU2,2,EUROPE
1733,116,15,1,T,EU2,2,EUROPE
1734,117,9,1,T,AF2,1,AFRICA
1735,117,9,1,T,AF2,1,AFRICA
1736,117,9,1,T,AF2,1,AFRICA
1737,117,9,1,T,AF2,1,AFRICA
1738,117,12,1,T,AF2,1,AFRICA
1739,117,12,1,T,AF2,1,AFRICA
1740,117,12,1,T,AF2,1,AFRICA
1741,117,12,1,T,AF2,1,AFRICA
1742,117,12,1,T,AF2,1,AFRICA
1743,117,15,1,T,AF2,1,AFRICA
1744,117,15,1,T,AF2,1,AFRICA
1745,117,15,0,T,AF2,1,AFRICA
1746,117,15,0,T,AF2,1,AFRICA
1747,118,3,0,T,AM1,1,AMERICA
1748,118,3,0,T,AM1,1,AMERICA
1749,118,3,0,T,AM1,1,AMERICA
1750,118,9,1,T,AM1,1,AMERICA
1751,118,12,1,T,AM1,1,AMERICA
1752,118,12,1,T,AM1,1,AMERICA
1753,118,12,1,T,AM1,1,AMERICA
1754,118,15,1,T,AM1,1,AMERICA
1755,118,15,1,T,AM1,1,AMERICA
1756,118,15,1,T,AM1,1,AMERICA
1757,118,15,1,T,AM1,1,AMERICA
1758,118,15,1,T,AM1,1,AMERICA
1759,118,15,1,T,AM1,1,AMERICA
1760,118,15,1,T,AM1,1,AMERICA
1761,118,15,1,T,AM1,1,AMERICA
1762,119,3,1,C,AM1,1,AMERICA
1763,119,3,1,C,AM1,1,AMERICA
1764,119,3,1,C,AM1,1,AMERICA
1765,119,3,1,C,AM1,1,AMERICA
1766,119,3,1,C,AM1,1,AMERICA
1767,119,3,1,C,AM1,1,AMERICA
1768,119,15,0,C,AM1,1,AMERICA
1769,119,15,0,C,AM1,1,AMERICA
1770,119,15,0,C,AM1,1,AMERICA
1771,119,15,0,C,AM1,1,AMERICA
1772,119,15,0,C,AM1,1,AMERICA
1773,119,15,0,C,AM1,1,AMERICA
1774,119,15,0,C,AM1,1,AMERICA
1775,119,15,0,C,AM1,1,AMERICA
1776,119,15,0,C,AM1,1,AMERICA
1777,120,3,1,T,AS1,1,ASIA
1778,120,3,1,T,AS1,1,ASIA
1779,120,3,1,T,AS1,1,ASIA
1780,120,6,1,T,AS1,1,ASIA
1781,120,6,1,T,AS1,1,ASIA
1782,120,9,1,T,AS1,1,ASIA
1783,120,12,1,T,AS1,1,ASIA
1784,120,12,1,T,AS1,1,ASIA
1785,120,12,1,T,AS1,1,ASIA
1786,120,15,1,T,AS1,1,ASIA
1787,120,15,1,T,AS1,1,ASIA
1788,120,15,1,T,AS1,1,ASIA
1789,120,15,1,T,AS1,1,ASIA
1790,120,18,1,T,AS1,1,ASIA
1791,120,18,1,T,AS1,1,ASIA
1792,121,3,1,C,AS2,1,ASIA
1793,121,3,1,C,AS2,1,ASIA
1794,121,12,0,C,AS2,1,ASIA
1795,121,12,0,C,AS2,1,ASIA
1796,121,12,0,C,AS2,1,ASIA
1797,121,12,0,C,AS2,1,ASIA
1798,121,12,0,C,AS2,1,ASIA
1799,121,12,0,C,AS2,1,ASIA
1800,121,12,0,C,AS2,1,ASIA
1801,121,12,0,C,AS2,1,ASIA
1802,121,12,0,C,AS2,1,ASIA
1803,121,12,0,C,AS2,1,ASIA
1804,121,12,0,C,AS2,1,ASIA
1805,121,12,0,C,AS2,1,ASIA
1806,121,12,0,C,AS2,1,ASIA
1807,122,3,1,C,EU2,1,EUROPE
1808,122,15,0,C,EU2,1,EUROPE
1809,122,15,0,C,EU2,1,EUROPE
1810,122,15,0,C,EU2,1,EUROPE
1811,122,15,0,C,EU2,1,EUROPE
1812,122,15,0,C,EU2,1,EUROPE
1813,122,15,0,C,EU2,1,EUROPE
1814,122,15,0,C,EU2,1,EUROPE
1815,122,15,0,C,EU2,1,EUROPE
1816,122,15,0,C,EU2,1,EUROPE
1817,122,15,0,C,EU2,1,EUROPE
1818,122,15,0,C,EU2,1,EUROPE
1819,122,15,0,C,EU2,1,EUROPE
1820,122,15,0,C,EU2,1,EUROPE
1821,122,15,0,C,EU2,1,EUROPE
1822,123,3,1,T,EU2,1,EUROPE
1823,123,15,0,T,EU2,1,EUROPE
1824,123,15,0,T,EU2,1,EUROPE
1825,123,15,0,T,EU2,1,EUROPE
1826,123,15,0,T,EU2,1,EUROPE
1827,123,15,0,T,EU2,1,EUROPE
1828,123,15,0,T,EU2,1,EUROPE
1829,123,15,0,T,EU2,1,EUROPE
1830,123,15,0,T,EU2,1,EUROPE
1831,123,15,0,T,EU2,1,EUROPE
1832,123,15,0,T,EU2,1,EUROPE
1833,123,15,0,T,EU2,1,EUROPE
1834,123,15,0,T,EU2,1,EUROPE
1835,123,15,0,T,EU2,1,EUROPE
1836,123,15,0,T,EU2,1,EUROPE
1837,124,3,1,T,EU1,1,EUROPE
1838,124,15,0,T,EU1,1,EUROPE
1839,124,15,0,T,EU1,1,EUROPE
1840,124,15,0,T,EU1,1,EUROPE
1841,124,15,0,T,EU1,1,EUROPE
1842,124,15,0,T,EU1,1,EUROPE
1843,124,15,0,T,EU1,1,EUROPE
1844,124,15,0,T,EU1,1,EUROPE
1845,124,15,0,T,EU1,1,EUROPE
1846,124,15,0,T,EU1,1,EUROPE
1847,124,15,0,T,EU1,1,EUROPE
1848,124,15,0,T,EU1,1,EUROPE
1849,124,15,0,T,EU1,1,EUROPE
1850,124,15,0,T,EU1,1,EUROPE
1851,124,15,0,T,EU1,1,EUROPE
1852,125,9,1,T,AM1,1,AMERICA
1853,125,9,1,T,AM1,1,AMERICA
1854,125,12,1,T,AM1,1,AMERICA
1855,125,15,1,T,AM1,1,AMERICA
1856,125,15,1,T,AM1,1,AMERICA
1857,125,15,1,T,AM1,1,AMERICA
1858,125,18,1,T,AM1,1,AMERICA
1859,125,18,1,T,AM1,1,AMERICA
1860,125,18,1,T,AM1,1,AMERICA
1861,125,18,1,T,AM1,1,AMERICA
1862,125,18,1,T,AM1,1,AMERICA
1863,125,21,0,T,AM1,1,AMERICA
1864,125,21,0,T,AM1,1,AMERICA
1865,125,21,0,T,AM1,1,AMERICA
1866,125,21,0,T,AM1,1,AMERICA
1867,126,9,1,T,AM1,1,AMERICA
1868,126,12,1,T,AM1,1,AMERICA
1869,126,12,1,T,AM1,1,AMERICA
1870,126,12,1,T,AM1,1,AMERICA
1871,126,12,1,T,AM1,1,AMERICA
1872,126,15,1,T,AM1,1,AMERICA
1873,126,15,1,T,AM1,1,AMERICA
1874,126,15,1,T,AM1,1,AMERICA
1875,126,15,1,T,AM1,1,AMERICA
1876,126,15,1,T,AM1,1,AMERICA
1877,126,15,1,T,AM1,1,AMERICA
1878,126,18,1,T,AM1,1,AMERICA
1879,126,18,1,T,AM1,1,AMERICA
1880,126,18,1,T,AM1,1,AMERICA
1881,126,21,0,T,AM1,1,AMERICA
1882,127,3,1,C,AM2,1,AMERICA
1883,127,3,1,C,AM2,1,AMERICA
1884,127,15,1,C,AM2,1,AMERICA
1885,127,21,0,C,AM2,1,AMERICA
1886,127,21,0,C,AM2,1,AMERICA
1887,127,21,0,C,AM2,1,AMERICA
1888,127,21,0,C,AM2,1,AMERICA
1889,127,21,0,C,AM2,1,AMERICA
1890,127,21,0,C,AM2,1,AMERICA
1891,127,21,0,C,AM2,1,AMERICA
1892,127,21,0,C,AM2,1,AMERICA
1893,127,21,0,C,AM2,1,AMERICA
1894,127,21,0,C,AM2,1,AMERICA
1895,127,21,0,C,AM2,1,AMERICA
1896,127,21,0,C,AM2,1,AMERICA
1897,128,3,1,T,AS1,1,ASIA
1898,128,9,1,T,AS1,1,ASIA
1899,128,9,1,T,AS1,1,ASIA
1900,128,12,0,T,AS1,1,ASIA
1901,128,12,0,T,AS1,1,ASIA
1902,128,12,0,T,AS1,1,ASIA
1903,128,12,0,T,AS1,1,ASIA
1904,128,12,0,T,AS1,1,ASIA
1905,128,12,0,T,AS1,1,ASIA
1906,128,12,0,T,AS1,1,ASIA
1907,128,12,0,T,AS1,1,ASIA
1908,128,12,0,T,AS1,1,ASIA
1909,128,12,0,T,AS1,1,ASIA
1910,128,12,0,T,AS1,1,ASIA
1911,128,12,0,T,AS1,1,ASIA
1912,129,3,1,T,EU2,1,EUROPE
1913,129,3,1,T,EU2,1,EUROPE
1914,129,3,1,T,EU2,1,EUROPE
1915,129,3,1,T,EU2,1,EUROPE
1916,129,3,1,T,EU2,1,EUROPE
1917,129,3,1,T,EU2,1,EUROPE
1918,129,3,1,T,EU2,1,EUROPE
1919,129,3,1,T,EU2,1,EUROPE
1920,129,6,1,T,EU2,1,EUROPE
1921,129,9,1,T,EU2,1,EUROPE
1922,129,12,1,T,EU2,1,EUROPE
1923,129,12,1,T,EU2,1,EUROPE
1924,129,15,1,T,EU2,1,EUROPE
1925,129,15,1,T,EU2,1,EUROPE
1926,129,21,1,T,EU2,1,EUROPE
1927,130,3,1,T,AF1,1,AFRICA
1928,130,3,1,T,AF1,1,AFRICA
1929,130,9,1,T,AF1,1,AFRICA
1930,130,9,1,T,AF1,1,AFRICA
1931,130,12,1,T,AF1,1,AFRICA
1932,130,12,1,T,AF1,1,AFRICA
1933,130,12,1,T,AF1,1,AFRICA
1934,130,12,1,T,AF1,1,AFRICA
1935,130,12,1,T,AF1,1,AFRICA
1936,130,15,1,T,AF1,1,AFRICA
1937,130,15,1,T,AF1,1,AFRICA
1938,130,15,1,T,AF1,1,AFRICA
1939,130,15,1,T,AF1,1,AFRICA
1940,130,15,1,T,AF1,1,AFRICA
1941,130,15,1,T,AF1,1,AFRICA
1942,131,3,1,T,AS2,1,ASIA
1943,131,3,1,T,AS2,1,ASIA
1944,131,9,1,T,AS2,1,ASIA
1945,131,9,1,T,AS2,1,ASIA
1946,131,12,1,T,AS2,1,ASIA
1947,131,12,1,T,AS2,1,ASIA
1948,131,12,1,T,AS2,1,ASIA
1949,131,12,1,T,AS2,1,ASIA
1950,131,12,1,T,AS2,1,ASIA
1951,131,12,1,T,AS2,1,ASIA
1952,131,12,1,T,AS2,1,ASIA
1953,131,12,1,T,AS2,1,ASIA
1954,131,12,1,T,AS2,1,ASIA
1955,131,15,1,T,AS2,1,ASIA
1956,131,15,1,T,AS2,1,ASIA
1957,132,9,0,C,AM2,1,AMERICA
1958,132,9,0,C,AM2,1,AMERICA
1959,132,9,0,C,AM2,1,AMERICA
1960,132,9,0,C,AM2,1,AMERICA
1961,132,9,0,C,AM2,1,AMERICA
1962,132,9,0,C,AM2,1,AMERICA
1963,132,9,0,C,AM2,1,AMERICA
