FLY,VIAL,TIME,CENSUS,TREATMENT,POPULATION,GROUP,CONTINENT
725,49,12,0,T,EU1,1,EUROPE
726,49,12,0,T,EU1,1,EUROPE
727,49,12,0,T,EU1,1,EUROPE
728,49,12,0,T,EU1,1,EUROPE
729,49,12,0,T,EU1,1,EUROPE
730,49,12,0,T,EU1,1,EUROPE
731,49,12,0,T,EU1,1,EUROPE
732,49,12,0,T,EU1,1,EUROPE
733,50,6,1,T,AM2,1,AMERICA
734,50,6,1,T,AM2,1,AMERICA
735,50,9,1,T,AM2,1,AMERICA
736,50,9,1,T,AM2,1,AMERICA
737,50,9,1,T,AM2,1,AMERICA
738,50,9,1,T,AM2,1,AMERICA
739,50,9,1,T,AM2,1,AMERICA
740,50,12,1,T,AM2,1,AMERICA
741,50,12,1,T,AM2,1,AMERICA
742,50,12,1,T,AM2,1,AMERICA
743,50,12,1,T,AM2,1,AMERICA
744,50,12,1,T,AM2,1,AMERICA
745,50,12,1,T,AM2,1,AMERICA
746,50,15,1,T,AM2,1,AMERICA
747,50,15,1,T,AM2,1,AMERICA
748,51,3,1,T,AS1,1,ASIA
749,51,3,1,T,AS1,1,ASIA
750,51,3,1,T,AS1,1,ASIA
751,51,6,1,T,AS1,1,ASIA
752,51,9,1,T,AS1,1,ASIA
753,51,9,1,T,AS1,1,ASIA
754,51,9,1,T,AS1,1,ASIA
755,51,9,1,T,AS1,1,ASIA
756,51,9,1,T,AS1,1,ASIA
757,51,9,1,T,AS1,1,ASIA
758,51,9,1,T,AS1,1,ASIA
759,51,9,1,T,AS1,1,ASIA
760,51,12,1,T,AS1,1,ASIA
761,51,12,1,T,AS1,1,ASIA
762,51,15,1,T,AS1,1,ASIA
763,52,9,1,T,AM2,1,AMERICA
764,52,9,1,T,AM2,1,AMERICA
765,52,9,1,T,AM2,1,AMERICA
766,52,12,1,T,AM2,1,AMERICA
767,52,15,1,T,AM2,1,AMERICA
768,52,15,1,T,AM2,1,AMERICA
769,52,15,1,T,AM2,1,AMERICA
770,52,15,1,T,AM2,1,AMERICA
771,52,15,1,T,AM2,1,AMERICA
772,52,15,1,T,AM2,1,AMERICA
773,52,15,1,T,AM2,1,AMERICA
774,52,15,1,T,AM2,1,AMERICA
775,52,15,1,T,AM2,1,AMERICA
776,52,15,1,T,AM2,1,AMERICA
777,52,15,1,T,AM2,1,AMERICA
778,53,3,1,T,AF2,1,AFRICA
779,53,3,1,T,AF2,1,AFRICA
780,53,6,1,T,AF2,1,AFRICA
781,53,9,1,T,AF2,1,AFRICA
782,53,9,1,T,AF2,1,AFRICA
783,53,9,1,T,AF2,1,AFRICA
784,53,9,1,T,AF2,1,AFRICA
785,53,9,1,T,AF2,1,AFRICA
786,53,9,1,T,AF2,1,AFRICA
787,53,9,1,T,AF2,1,AFRICA
788,53,9,1,T,AF2,1,AFRICA
789,53,12,1,T,AF2,1,AFRICA
790,53,12,1,T,AF2,1,AFRICA
791,53,12,1,T,AF2,1,AFRICA
792,53,12,1,T,AF2,1,AFRICA
793,54,3,1,T,AS2,1,ASIA
794,54,3,1,T,AS2,1,ASIA
795,54,6,1,T,AS2,1,ASIA
796,54,6,1,T,AS2,1,ASIA
797,54,9,1,T,AS2,1,ASIA
798,54,9,1,T,AS2,1,ASIA
799,54,9,1,T,AS2,1,ASIA
800,54,9,1,T,AS2,1,ASIA
801,54,9,1,T,AS2,1,ASIA
802,54,9,1,T,AS2,1,ASIA
803,54,9,1,T,AS2,1,ASIA
804,54,9,1,T,AS2,1,ASIA
805,54,12,1,T,AS2,1,ASIA
806,54,12,1,T,AS2,1,ASIA
807,54,18,1,T,AS2,1,ASIA
808,55,3,1,T,AM1,1,AMERICA
809,55,6,1,T,AM1,1,AMERICA
810,55,9,1,T,AM1,1,AMERICA
811,55,9,1,T,AM1,1,AMERICA
812,55,9,1,T,AM1,1,AMERICA
813,55,9,1,T,AM1,1,AMERICA
814,55,9,1,T,AM1,1,AMERICA
815,55,9,0,T,AM1,1,AMERICA
816,55,12,1,T,AM1,1,AMERICA
817,55,12,1,T,AM1,1,AMERICA
818,55,12,1,T,AM1,1,AMERICA
819,55,12,1,T,AM1,1,AMERICA
820,55,12,1,T,AM1,1,AMERICA
821,55,15,1,T,AM1,1,AMERICA
822,55,18,0,T,AM1,1,AMERICA
823,56,3,1,T,AM2,1,AMERICA
824,56,6,1,T,AM2,1,AMERICA
825,56,6,1,T,AM2,1,AMERICA
826,56,9,1,T,AM2,1,AMERICA
827,56,9,1,T,AM2,1,AMERICA
828,56,9,1,T,AM2,1,AMERICA
829,56,9,1,T,AM2,1,AMERICA
830,56,12,0,T,AM2,1,AMERICA
831,56,12,0,T,AM2,1,AMERICA
832,56,12,0,T,AM2,1,AMERICA
833,56,12,0,T,AM2,1,AMERICA
834,56,12,0,T,AM2,1,AMERICA
835,56,12,0,T,AM2,1,AMERICA
836,56,12,0,T,AM2,1,AMERICA
837,56,12,0,T,AM2,1,AMERICA
838,57,3,1,T,AS1,1,ASIA
839,57,3,1,T,AS1,1,ASIA
840,57,6,1,T,AS1,1,ASIA
841,57,9,1,T,AS1,1,ASIA
842,57,9,1,T,AS1,1,ASIA
843,57,9,1,T,AS1,1,ASIA
844,57,12,1,T,AS1,1,ASIA
845,57,12,1,T,AS1,1,ASIA
846,57,12,1,T,AS1,1,ASIA
847,57,12,1,T,AS1,1,ASIA
848,57,12,1,T,AS1,1,ASIA
849,57,15,1,T,AS1,1,ASIA
850,57,15,1,T,AS1,1,ASIA
851,57,15,1,T,AS1,1,ASIA
852,57,15,1,T,AS1,1,ASIA
853,58,3,1,T,AF2,1,AFRICA
854,58,3,1,T,AF2,1,AFRICA
855,58,3,1,T,AF2,1,AFRICA
856,58,3,1,T,AF2,1,AFRICA
857,58,3,1,T,AF2,1,AFRICA
858,58,3,0,T,AF2,1,AFRICA
859,58,9,1,T,AF2,1,AFRICA
860,58,12,1,T,AF2,1,AFRICA
861,58,15,1,T,AF2,1,AFRICA
862,58,15,1,T,AF2,1,AFRICA
863,58,15,1,T,AF2,1,AFRICA
864,58,15,1,T,AF2,1,AFRICA
865,58,15,1,T,AF2,1,AFRICA
866,58,15,1,T,AF2,1,AFRICA
867,58,21,0,T,AF2,1,AFRICA
868,59,3,1,T,AS2,1,ASIA
869,59,6,1,T,AS2,1,ASIA
870,59,9,0,T,AS2,1,ASIA
871,59,9,0,T,AS2,1,ASIA
872,59,9,0,T,AS2,1,ASIA
873,59,9,0,T,AS2,1,ASIA
874,59,9,0,T,AS2,1,ASIA
875,59,9,0,T,AS2,1,ASIA
876,59,9,0,T,AS2,1,ASIA
877,59,9,0,T,AS2,1,ASIA
878,59,9,0,T,AS2,1,ASIA
879,59,9,0,T,AS2,1,ASIA
880,59,9,0,T,AS2,1,ASIA
881,59,9,0,T,AS2,1,ASIA
882,59,9,0,T,AS2,1,ASIA
883,60,9,1,T,AF1,1,AFRICA
884,60,9,1,T,AF1,1,AFRICA
885,60,12,1,T,AF1,1,AFRICA
886,60,12,1,T,AF1,1,AFRICA
887,60,12,1,T,AF1,1,AFRICA
888,60,12,1,T,AF1,1,AFRICA
889,60,12,1,T,AF1,1,AFRICA
890,60,15,0,T,AF1,1,AFRICA
891,60,15,0,T,AF1,1,AFRICA
892,60,15,0,T,AF1,1,AFRICA
893,60,15,0,T,AF1,1,AFRICA
894,60,15,0,T,AF1,1,AFRICA
895,60,15,0,T,AF1,1,AFRICA
896,60,15,0,T,AF1,1,AFRICA
897,60,15,0,T,AF1,1,AFRICA
898,61,3,1,T,AM2,1,AMERICA
899,61,6,0,T,AM2,1,AMERICA
900,61,6,0,T,AM2,1,AMERICA
901,61,6,0,T,AM2,1,AMERICA
902,61,6,0,T,AM2,1,AMERICA
903,61,6,0,T,AM2,1,AMERICA
904,61,6,0,T,AM2,1,AMERICA
905,61,6,0,T,AM2,1,AMERICA
906,61,6,0,T,AM2,1,AMERICA
907,61,6,0,T,AM2,1,AMERICA
908,61,6,0,T,AM2,1,AMERICA
909,61,6,0,T,AM2,1,AMERICA
910,61,6,0,T,AM2,1,AMERICA
911,61,6,0,T,AM2,1,AMERICA
912,61,6,0,T,AM2,1,AMERICA
913,62,3,1,T,AM1,1,AMERICA
914,62,3,1,T,AM1,1,AMERICA
915,62,3,1,T,AM1,1,AMERICA
916,62,6,0,T,AM1,1,AMERICA
917,62,12,1,T,AM1,1,AMERICA
918,62,12,1,T,AM1,1,AMERICA
919,62,15,1,T,AM1,1,AMERICA
920,62,15,1,T,AM1,1,AMERICA
921,62,15,1,T,AM1,1,AMERICA
922,62,15,1,T,AM1,1,AMERICA
923,62,15,1,T,AM1,1,AMERICA
924,62,15,1,T,AM1,1,AMERICA
925,62,15,1,T,AM1,1,AMERICA
926,62,15,1,T,AM1,1,AMERICA
927,62,15,1,T,AM1,1,AMERICA
928,63,3,1,T,EU2,1,EUROPE
929,63,9,1,T,EU2,1,EUROPE
930,63,9,1,T,EU2,1,EUROPE
931,63,9,1,T,EU2,1,EUROPE
932,63,9,1,T,EU2,1,EUROPE
933,63,12,1,T,EU2,1,EUROPE
934,63,12,1,T,EU2,1,EUROPE
935,63,12,1,T,EU2,1,EUROPE
936,63,12,1,T,EU2,1,EUROPE
937,63,12,1,T,EU2,1,EUROPE
938,63,15,1,T,EU2,1,EUROPE
939,63,15,1,T,EU2,1,EUROPE
940,63,15,1,T,EU2,1,EUROPE
941,63,18,1,T,EU2,1,EUROPE
942,63,21,0,T,EU2,1,EUROPE
943,64,3,1,T,AM2,1,AMERICA
944,64,9,1,T,AM2,1,AMERICA
945,64,9,1,T,AM2,1,AMERICA
946,64,9,1,T,AM2,1,AMERICA
947,64,12,1,T,AM2,1,AMERICA
948,64,12,1,T,AM2,1,AMERICA
949,64,12,1,T,AM2,1,AMERICA
950,64,12,1,T,AM2,1,AMERICA
951,64,12,1,T,AM2,1,AMERICA
952,64,15,1,T,AM2,1,AMERICA
953,64,15,1,T,AM2,1,AMERICA
954,64,15,1,T,AM2,1,AMERICA
955,64,18,1,T,AM2,1,AMERICA
956,64,18,1,T,AM2,1,AMERICA
957,64,18,1,T,AM2,1,AMERICA
958,65,3,1,T,AM1,1,AMERICA
959,65,3,1,T,AM1,1,AMERICA
960,65,12,1,T,AM1,1,AMERICA
961,65,12,1,T,AM1,1,AMERICA
962,65,12,1,T,AM1,1,AMERICA
963,65,12,1,T,AM1,1,AMERICA
964,65,12,1,T,AM1,1,AMERICA
965,65,15,1,T,AM1,1,AMERICA
966,65,15,1,T,AM1,1,AMERICA
967,65,18,1,T,AM1,1,AMERICA
968,65,18,1,T,AM1,1,AMERICA
969,65,21,1,T,AM1,1,AMERICA
970,65,21,1,T,AM1,1,AMERICA
971,65,21,1,T,AM1,1,AMERICA
972,65,21,0,T,AM1,1,AMERICA
973,66,9,1,T,AF1,1,AFRICA
974,66,12,1,T,AF1,1,AFRICA
975,66,12,1,T,AF1,1,AFRICA
976,66,12,1,T,AF1,1,AFRICA
977,66,12,1,T,AF1,1,AFRICA
978,66,12,0,T,AF1,1,AFRICA
979,66,15,1,T,AF1,1,AFRICA
980,66,15,1,T,AF1,1,AFRICA
981,66,15,1,T,AF1,1,AFRICA
982,66,18,1,T,AF1,1,AFRICA
983,66,18,0,T,AF1,1,AFRICA
984,66,21,1,T,AF1,1,AFRICA
985,66,21,1,T,AF1,1,AFRICA
986,66,21,0,T,AF1,1,AFRICA
987,66,21,0,T,AF1,1,AFRICA
988,67,3,1,T,AS2,1,ASIA
989,67,3,1,T,AS2,1,ASIA
990,67,3,1,T,AS2,1,ASIA
991,67,3,1,T,AS2,1,ASIA
992,67,9,1,T,AS2,1,ASIA
993,67,9,1,T,AS2,1,ASIA
994,67,9,1,T,AS2,1,ASIA
995,67,9,1,T,AS2,1,ASIA
996,67,9,1,T,AS2,1,ASIA
997,67,9,1,T,AS2,1,ASIA
998,67,12,1,T,AS2,1,ASIA
999,67,12,1,T,AS2,1,ASIA
1000,67,12,1,T,AS2,1,ASIA
1001,67,12,1,T,AS2,1,ASIA
1002,67,12,1,T,AS2,1,ASIA
1003,68,3,1,T,AM1,1,AMERICA
1004,68,3,1,T,AM1,1,AMERICA
1005,68,3,1,T,AM1,1,AMERICA
1006,68,9,1,T,AM1,1,AMERICA
1007,68,9,1,T,AM1,1,AMERICA
1008,68,9,1,T,AM1,1,AMERICA
1009,68,12,1,T,AM1,1,AMERICA
1010,68,15,1,T,AM1,1,AMERICA
1011,68,15,1,T,AM1,1,AMERICA
1012,68,15,1,T,AM1,1,AMERICA
1013,68,15,1,T,AM1,1,AMERICA
1014,68,15,1,T,AM1,1,AMERICA
1015,68,18,0,T,AM1,1,AMERICA
1016,68,18,0,T,AM1,1,AMERICA
1017,68,18,0,T,AM1,1,AMERICA
1018,69,3,1,T,EU1,1,EUROPE
1019,69,3,1,T,EU1,1,EUROPE
1020,69,3,1,T,EU1,1,EUROPE
1021,69,6,1,T,EU1,1,EUROPE
1022,69,6,1,T,EU1,1,EUROPE
1023,69,9,1,T,EU1,1,EUROPE
1024,69,9,1,T,EU1,1,EUROPE
1025,69,9,1,T,EU1,1,EUROPE
1026,69,9,1,T,EU1,1,EUROPE
1027,69,9,1,T,EU1,1,EUROPE
1028,69,12,1,T,EU1,1,EUROPE
1029,69,12,1,T,EU1,1,EUROPE
1030,69,12,1,T,EU1,1,EUROPE
1031,69,12,1,T,EU1,1,EUROPE
1032,69,15,0,T,EU1,1,EUROPE
1033,70,6,1,T,AM2,1,AMERICA
1034,70,9,1,T,AM2,1,AMERICA
1035,70,9,1,T,AM2,1,AMERICA
1036,70,9,1,T,AM2,1,AMERICA
1037,70,9,1,T,AM2,1,AMERICA
1038,70,12,1,T,AM2,1,AMERICA
1039,70,12,1,T,AM2,1,AMERICA
1040,70,12,1,T,AM2,1,AMERICA
1041,70,12,1,T,AM2,1,AMERICA
1042,70,12,1,T,AM2,1,AMERICA
1043,70,12,1,T,AM2,1,AMERICA
1044,70,12,1,T,AM2,1,AMERICA
1045,70,15,1,T,AM2,1,AMERICA
1046,70,15,1,T,AM2,1,AMERICA
1047,70,15,1,T,AM2,1,AMERICA
1048,71,6,1,C,AF2,1,AFRICA
1049,71,12,0,C,AF2,1,AFRICA
1050,71,12,0,C,AF2,1,AFRICA
1051,71,12,0,C,AF2,1,AFRICA
1052,71,12,0,C,AF2,1,AFRICA
1053,71,12,0,C,AF2,1,AFRICA
1054,71,12,0,C,AF2,1,AFRICA
1055,71,12,0,C,AF2,1,AFRICA
1056,71,12,0,C,AF2,1,AFRICA
1057,71,12,0,C,AF2,1,AFRICA
1058,71,12,0,C,AF2,1,AFRICA
1059,71,12,0,C,AF2,1,AFRICA
1060,71,12,0,C,AF2,1,AFRICA
1061,71,12,0,C,AF2,1,AFRICA
1062,71,12,0,C,AF2,1,AFRICA
1063,72,3,1,T,AF2,1,AFRICA
1064,72,9,1,T,AF2,1,AFRICA
1065,72,9,1,T,AF2,1,AFRICA
1066,72,9,1,T,AF2,1,AFRICA
1067,72,9,1,T,AF2,1,AFRICA
1068,72,9,1,T,AF2,1,AFRICA
1069,72,12,0,T,AF2,1,AFRICA
1070,72,12,0,T,AF2,1,AFRICA
1071,72,12,0,T,AF2,1,AFRICA
1072,72,12,0,T,AF2,1,AFRICA
1073,72,12,0,T,AF2,1,AFRICA
1074,72,12,0,T,AF2,1,AFRICA
1075,72,12,0,T,AF2,1,AFRICA
1076,72,12,0,T,AF2,1,AFRICA
1077,72,12,0,T,AF2,1,AFRICA
1078,73,3,1,T,AS1,1,ASIA
1079,73,3,1,T,AS1,1,ASIA
1080,73,6,1,T,AS1,1,ASIA
1081,73,9,1,T,AS1,1,ASIA
1082,73,9,1,T,AS1,1,ASIA
1083,73,9,1,T,AS1,1,ASIA
1084,73,9,1,T,AS1,1,ASIA
1085,73,9,1,T,AS1,1,ASIA
1086,73,9,1,T,AS1,1,ASIA
1087,73,9,1,T,AS1,1,ASIA
1088,73,9,1,T,AS1,1,ASIA
1089,73,9,1,T,AS1,1,ASIA
1090,73,12,1,T,AS1,1,ASIA
1091,73,15,1,T,AS1,1,ASIA
1092,73,15,1,T,AS1,1,ASIA
1093,74,6,1,T,AS1,1,ASIA
1094,74,9,1,T,AS1,1,ASIA
1095,74,9,1,T,AS1,1,ASIA
1096,74,9,1,T,AS1,1,ASIA
1097,74,9,1,T,AS1,1,ASIA
1098,74,9,1,T,AS1,1,ASIA
1099,74,9,1,T,AS1,1,ASIA
1100,74,12,1,T,AS1,1,ASIA
1101,74,12,1,T,AS1,1,ASIA
1102,74,12,1,T,AS1,1,ASIA
1103,74,12,1,T,AS1,1,ASIA
1104,74,12,1,T,AS1,1,ASIA
1105,74,12,1,T,AS1,1,ASIA
1106,74,12,1,T,AS1,1,ASIA
1107,74,15,1,T,AS1,1,ASIA
1108,75,3,1,T,AM2,1,AMERICA
1109,75,9,1,T,AM2,1,AMERICA
1110,75,9,1,T,AM2,1,AMERICA
1111,75,12,1,T,AM2,1,AMERICA
1112,75,12,1,T,AM2,1,AMERICA
1113,75,12,1,T,AM2,1,AMERICA
1114,75,12,1,T,AM2,1,AMERICA
1115,75,12,1,T,AM2,1,AMERICA
1116,75,12,1,T,AM2,1,AMERICA
1117,75,12,1,T,AM2,1,AMERICA
1118,75,12,1,T,AM2,1,AMERICA
1119,75,12,1,T,AM2,1,AMERICA
1120,75,12,1,T,AM2,1,AMERICA
1121,75,12,1,T,AM2,1,AMERICA
1122,75,18,1,T,AM2,1,AMERICA
1123,76,3,1,T,AF2,1,AFRICA
1124,76,3,1,T,AF2,1,AFRICA
1125,76,9,1,T,AF2,1,AFRICA
1126,76,9,1,T,AF2,1,AFRICA
1127,76,9,1,T,AF2,1,AFRICA
1128,76,12,1,T,AF2,1,AFRICA
1129,76,12,1,T,AF2,1,AFRICA
1130,76,12,1,T,AF2,1,AFRICA
1131,76,15,1,T,AF2,1,AFRICA
1132,76,15,1,T,AF2,1,AFRICA
1133,76,15,1,T,AF2,1,AFRICA
1134,76,15,1,T,AF2,1,AFRICA
1135,76,15,1,T,AF2,1,AFRICA
1136,77,3,1,C,AF1,1,AFRICA
1137,77,9,0,C,AF1,1,AFRICA
1138,77,9,0,C,AF1,1,AFRICA
1139,77,9,0,C,AF1,1,AFRICA
1140,77,9,0,C,AF1,1,AFRICA
1141,77,9,0,C,AF1,1,AFRICA
1142,77,9,0,C,AF1,1,AFRICA
1143,77,9,0,C,AF1,1,AFRICA
1144,77,9,0,C,AF1,1,AFRICA
1145,77,9,0,C,AF1,1,AFRICA
1146,77,9,0,C,AF1,1,AFRICA
1147,77,9,0,C,AF1,1,AFRICA
1148,77,9,0,C,AF1,1,AFRICA
1149,77,9,0,C,AF1,1,AFRICA
1150,77,9,0,C,AF1,1,AFRICA
1151,78,3,1,T,AF2,1,AFRICA
1152,78,3,1,T,AF2,1,AFRICA
1153,78,9,1,T,AF2,1,AFRICA
1154,78,9,1,T,AF2,1,AFRICA
1155,78,9,1,T,AF2,1,AFRICA
1156,78,9,1,T,AF2,1,AFRICA
1157,78,9,1,T,AF2,1,AFRICA
1158,78,9,1,T,AF2,1,AFRICA
1159,78,9,1,T,AF2,1,AFRICA
1160,78,12,1,T,AF2,1,AFRICA
1161,78,12,1,T,AF2,1,AFRICA
1162,78,12,1,T,AF2,1,AFRICA
1163,78,12,1,T,AF2,1,AFRICA
1164,78,12,1,T,AF2,1,AFRICA
1165,78,15,1,T,AF2,1,AFRICA
1166,79,3,1,T,AS2,1,ASIA
1167,79,15,1,T,AS2,1,ASIA
1168,79,15,1,T,AS2,1,ASIA
1169,79,15,1,T,AS2,1,ASIA
1170,79,15,1,T,AS2,1,ASIA
1171,79,15,1,T,AS2,1,ASIA
1172,79,15,1,T,AS2,1,ASIA
1173,79,21,0,T,AS2,1,ASIA
1174,79,21,0,T,AS2,1,ASIA
1175,79,21,0,T,AS2,1,ASIA
1176,79,21,0,T,AS2,1,ASIA
1177,79,21,0,T,AS2,1,ASIA
1178,79,21,0,T,AS2,1,ASIA
1179,79,21,0,T,AS2,1,ASIA
1180,80,9,1,T,AF1,1,AFRICA
1181,80,9,1,T,AF1,1,AFRICA
1182,80,9,1,T,AF1,1,AFRICA
1183,80,9,1,T,AF1,1,AFRICA
1184,80,9,1,T,AF1,1,AFRICA
1185,80,9,1,T,AF1,1,AFRICA
1186,80,9,1,T,AF1,1,AFRICA
1187,80,9,1,T,AF1,1,AFRICA
1188,80,9,1,T,AF1,1,AFRICA
1189,80,12,0,T,AF1,1,AFRICA
1190,80,12,0,T,AF1,1,AFRICA
1191,80,12,0,T,AF1,1,AFRICA
1192,80,12,0,T,AF1,1,AFRICA
1193,80,12,0,T,AF1,1,AFRICA
1194,80,12,0,T,AF1,1,AFRICA
1195,81,3,1,T,AF2,1,AFRICA
1196,81,3,1,T,AF2,1,AFRICA
1197,81,6,1,T,AF2,1,AFRICA
1198,81,6,1,T,AF2,1,AFRICA
1199,81,6,1,T,AF2,1,AFRICA
1200,81,9,1,T,AF2,1,AFRICA
1201,81,9,1,T,AF2,1,AFRICA
1202,81,9,1,T,AF2,1,AFRICA
1203,81,9,1,T,AF2,1,AFRICA
1204,81,9,0,T,AF2,1,AFRICA
1205,81,12,1,T,AF2,1,AFRICA
1206,81,12,1,T,AF2,1,AFRICA
1207,81,15,0,T,AF2,1,AFRICA
1208,81,15,0,T,AF2,1,AFRICA
1209,82,3,1,T,AF1,1,AFRICA
1210,82,3,1,T,AF1,1,AFRICA
1211,82,3,1,T,AF1,1,AFRICA
1212,82,3,1,T,AF1,1,AFRICA
1213,82,6,1,T,AF1,1,AFRICA
1214,82,6,1,T,AF1,1,AFRICA
1215,82,9,1,T,AF1,1,AFRICA
1216,82,9,1,T,AF1,1,AFRICA
1217,82,9,1,T,AF1,1,AFRICA
1218,82,9,1,T,AF1,1,AFRICA
1219,82,12,1,T,AF1,1,AFRICA
1220,82,12,1,T,AF1,1,AFRICA
1221,82,12,1,T,AF1,1,AFRICA
1222,82,12,1,T,AF1,1,AFRICA
1223,82,12,1,T,AF1,1,AFRICA
1224,83,3,1,T,AS2,1,ASIA
1225,83,3,1,T,AS2,1,ASIA
1226,83,6,1,T,AS2,1,ASIA
1227,83,6,1,T,AS2,1,ASIA
1228,83,6,1,T,AS2,1,ASIA
1229,83,9,1,T,AS2,1,ASIA
1230,83,9,1,T,AS2,1,ASIA
1231,83,9,1,T,AS2,1,ASIA
1232,83,9,1,T,AS2,1,ASIA
1233,83,9,1,T,AS2,1,ASIA
1234,83,9,1,T,AS2,1,ASIA
1235,83,9,1,T,AS2,1,ASIA
1236,83,9,1,T,AS2,1,ASIA
1237,83,15,0,T,AS2,1,ASIA
1238,83,15,0,T,AS2,1,ASIA
1239,84,3,1,T,EU2,1,EUROPE
1240,84,9,1,T,EU2,1,EUROPE
1241,84,9,1,T,EU2,1,EUROPE
1242,84,9,1,T,EU2,1,EUROPE
1243,84,9,1,T,EU2,1,EUROPE
1244,84,12,1,T,EU2,1,EUROPE
1245,84,12,1,T,EU2,1,EUROPE
1246,84,12,1,T,EU2,1,EUROPE
1247,84,12,1,T,EU2,1,EUROPE
1248,84,15,1,T,EU2,1,EUROPE
1249,84,15,1,T,EU2,1,EUROPE
1250,84,15,1,T,EU2,1,EUROPE
1251,84,15,1,T,EU2,1,EUROPE
1252,84,15,1,T,EU2,1,EUROPE
1253,84,15,1,T,EU2,1,EUROPE
1254,85,3,1,C,AM2,1,AMERICA
1255,85,15,1,C,AM2,1,AMERICA
1256,85,15,1,C,AM2,1,AMERICA
1257,85,18,1,C,AM2,1,AMERICA
1258,85,18,1,C,AM2,1,AMERICA
1259,85,21,1,C,AM2,1,AMERICA
1260,85,21,0,C,AM2,1,AMERICA
1261,85,21,0,C,AM2,1,AMERICA
1262,85,21,0,C,AM2,1,AMERICA
1263,85,21,0,C,AM2,1,AMERICA
1264,85,21,0,C,AM2,1,AMERICA
1265,85,21,0,C,AM2,1,AMERICA
1266,85,21,0,C,AM2,1,AMERICA
1267,85,21,0,C,AM2,1,AMERICA
1268,86,6,1,T,AM1,1,AMERICA
1269,86,9,1,T,AM1,1,AMERICA
1270,86,9,1,T,AM1,1,AMERICA
1271,86,9,1,T,AM1,1,AMERICA
1272,86,12,1,T,AM1,1,AMERICA
1273,86,12,1,T,AM1,1,AMERICA
1274,86,12,1,T,AM1,1,AMERICA
1275,86,12,1,T,AM1,1,AMERICA
1276,86,12,1,T,AM1,1,AMERICA
1277,86,15,1,T,AM1,1,AMERICA
1278,86,15,1,T,AM1,1,AMERICA
1279,86,15,1,T,AM1,1,AMERICA
1280,86,15,1,T,AM1,1,AMERICA
1281,86,15,1,T,AM1,1,AMERICA
1282,86,15,1,T,AM1,1,AMERICA
1283,87,3,1,T,AF2,1,AFRICA
1284,87,3,1,T,AF2,1,AFRICA
1285,87,3,1,T,AF2,1,AFRICA
1286,87,3,1,T,AF2,1,AFRICA
1287,87,9,1,T,AF2,1,AFRICA
1288,87,12,1,T,AF2,1,AFRICA
1289,87,12,1,T,AF2,1,AFRICA
1290,87,12,1,T,AF2,1,AFRICA
1291,87,12,1,T,AF2,1,AFRICA
1292,87,12,1,T,AF2,1,AFRICA
1293,87,12,1,T,AF2,1,AFRICA
1294,87,12,1,T,AF2,1,AFRICA
1295,87,12,1,T,AF2,1,AFRICA
1296,87,12,1,T,AF2,1,AFRICA
1297,87,15,1,T,AF2,1,AFRICA
1298,88,3,1,C,EU1,1,EUROPE
1299,88,3,1,C,EU1,1,EUROPE
1300,88,9,1,C,EU1,1,EUROPE
1301,88,9,0,C,EU1,1,EUROPE
1302,88,15,1,C,EU1,1,EUROPE
1303,88,15,1,C,EU1,1,EUROPE
1304,88,15,1,C,EU1,1,EUROPE
1305,88,15,1,C,EU1,1,EUROPE
1306,88,15,1,C,EU1,1,EUROPE
1307,88,15,1,C,EU1,1,EUROPE
1308,88,15,1,C,EU1,1,EUROPE
1309,88,15,1,C,EU1,1,EUROPE
1310,88,15,1,C,EU1,1,EUROPE
1311,88,15,1,C,EU1,1,EUROPE
1312,88,15,1,C,EU1,1,EUROPE
1313,89,3,1,C,AF1,1,AFRICA
1314,89,3,1,C,AF1,1,AFRICA
1315,89,3,1,C,AF1,1,AFRICA
1316,89,3,1,C,AF1,1,AFRICA
1317,89,6,1,C,AF1,1,AFRICA
1318,89,9,1,C,AF1,1,AFRICA
1319,89,9,1,C,AF1,1,AFRICA
1320,89,9,1,C,AF1,1,AFRICA
1321,89,9,1,C,AF1,1,AFRICA
1322,89,9,1,C,AF1,1,AFRICA
1323,89,9,1,C,AF1,1,AFRICA
1324,89,9,1,C,AF1,1,AFRICA
1325,89,9,1,C,AF1,1,AFRICA
1326,89,9,1,C,AF1,1,AFRICA
1327,89,12,1,C,AF1,1,AFRICA
1328,89,12,1,C,AF1,1,AFRICA
1329,90,3,1,T,AM1,1,AMERICA
1330,90,6,1,T,AM1,1,AMERICA
1331,90,9,1,T,AM1,1,AMERICA
1332,90,9,1,T,AM1,1,AMERICA
1333,90,15,1,T,AM1,1,AMERICA
1334,90,15,1,T,AM1,1,AMERICA
1335,90,15,1,T,AM1,1,AMERICA
1336,90,21,0,T,AM1,1,AMERICA
1337,90,21,0,T,AM1,1,AMERICA
1338,90,21,0,T,AM1,1,AMERICA
1339,90,21,0,T,AM1,1,AMERICA
1340,90,21,0,T,AM1,1,AMERICA
1341,90,21,0,T,AM1,1,AMERICA
1342,90,21,0,T,AM1,1,AMERICA
1343,90,21,0,T,AM1,1,AMERICA
1344,91,3,1,T,AM1,1,AMERICA
1345,91,9,1,T,AM1,1,AMERICA
1346,91,9,1,T,AM1,1,AMERICA
1347,91,9,1,T,AM1,1,AMERICA
1348,91,9,1,T,AM1,1,AMERICA
