FLY,VIAL,TIME,CENSUS,POPULATION,CONTINENT,TREATMENT
1,1,3,1,AS2,ASIA,T
2,1,3,1,AS2,ASIA,T
3,1,3,1,AS2,ASIA,T
4,1,3,1,AS2,ASIA,T
5,1,3,1,AS2,ASIA,T
6,1,6,1,AS2,ASIA,T
7,1,9,1,AS2,ASIA,T
8,1,9,1,AS2,ASIA,T
9,1,15,1,AS2,ASIA,T
10,1,18,0,AS2,ASIA,T
11,1,18,0,AS2,ASIA,T
12,1,18,0,AS2,ASIA,T
13,1,18,0,AS2,ASIA,T
14,1,18,0,AS2,ASIA,T
15,1,18,0,AS2,ASIA,T
16,2,3,1,AS1,ASIA,T
17,2,3,1,AS1,ASIA,T
18,2,3,1,AS1,ASIA,T
19,2,3,1,AS1,ASIA,T
20,2,3,1,AS1,ASIA,T
21,2,3,1,AS1,ASIA,T
22,2,3,1,AS1,ASIA,T
23,2,3,1,AS1,ASIA,T
24,2,15,1,AS1,ASIA,T
25,2,15,1,AS1,ASIA,T
26,2,15,1,AS1,ASIA,T
27,2,18,0,AS1,ASIA,T
28,2,18,0,AS1,ASIA,T
29,2,18,0,AS1,ASIA,T
30,2,18,0,AS1,ASIA,T
31,3,3,1,EU1,EUROPE,T
32,3,3,1,EU1,EUROPE,T
33,3,3,1,EU1,EUROPE,T
34,3,3,1,EU1,EUROPE,T
35,3,3,1,EU1,EUROPE,T
36,3,3,1,EU1,EUROPE,T
37,3,3,1,EU1,EUROPE,T
38,3,3,1,EU1,EUROPE,T
39,3,3,1,EU1,EUROPE,T
40,3,3,1,EU1,EUROPE,T
41,3,3,1,EU1,EUROPE,T
42,3,9,1,EU1,EUROPE,T
43,3,21,1,EU1,EUROPE,T
44,3,21,1,EU1,EUROPE,T
45,3,21,0,EU1,EUROPE,T
46,4,3,1,EU2,EUROPE,T
47,4,3,1,EU2,EUROPE,T
48,4,3,1,EU2,EUROPE,T
49,4,6,1,EU2,EUROPE,T
50,4,9,1,EU2,EUROPE,T
51,4,9,0,EU2,EUROPE,T
52,4,12,1,EU2,EUROPE,T
53,4,12,1,EU2,EUROPE,T
54,4,12,1,EU2,EUROPE,T
55,4,15,1,EU2,EUROPE,T
56,4,21,1,EU2,EUROPE,T
57,4,21,0,EU2,EUROPE,T
58,4,21,0,EU2,EUROPE,T
59,5,3,1,EU2,EUROPE,T
60,5,3,1,EU2,EUROPE,T
61,5,3,1,EU2,EUROPE,T
62,5,3,1,EU2,EUROPE,T
63,5,3,1,EU2,EUROPE,T
64,5,12,1,EU2,EUROPE,T
65,5,12,1,EU2,EUROPE,T
66,5,21,1,EU2,EUROPE,T
67,5,21,0,EU2,EUROPE,T
68,5,21,0,EU2,EUROPE,T
69,5,21,0,EU2,EUROPE,T
70,5,21,0,EU2,EUROPE,T
71,5,21,0,EU2,EUROPE,T
72,5,21,0,EU2,EUROPE,T
73,6,3,1,AS1,ASIA,C
74,6,3,1,AS1,ASIA,C
75,6,6,1,AS1,ASIA,C
76,6,6,0,AS1,ASIA,C
77,6,15,1,AS1,ASIA,C
78,6,18,1,AS1,ASIA,C
79,6,21,0,AS1,ASIA,C
80,6,21,0,AS1,ASIA,C
81,6,21,0,AS1,ASIA,C
82,6,21,0,AS1,ASIA,C
83,6,21,0,AS1,ASIA,C
84,6,21,0,AS1,ASIA,C
85,6,21,0,AS1,ASIA,C
86,6,21,0,AS1,ASIA,C
87,6,21,0,AS1,ASIA,C
88,7,3,1,AM2,AMERICA,C
89,7,3,1,AM2,AMERICA,C
90,7,3,1,AM2,AMERICA,C
91,7,3,1,AM2,AMERICA,C
92,7,3,1,AM2,AMERICA,C
93,7,6,0,AM2,AMERICA,C
94,7,6,0,AM2,AMERICA,C
95,7,6,0,AM2,AMERICA,C
96,7,6,0,AM2,AMERICA,C
97,7,6,0,AM2,AMERICA,C
98,7,6,0,AM2,AMERICA,C
99,7,6,0,AM2,AMERICA,C
100,7,6,0,AM2,AMERICA,C
101,7,6,0,AM2,AMERICA,C
102,7,6,0,AM2,AMERICA,C
103,8,3,1,EU1,EUROPE,T
104,8,3,1,EU1,EUROPE,T
105,8,3,1,EU1,EUROPE,T
106,8,3,1,EU1,EUROPE,T
107,8,3,1,EU1,EUROPE,T
108,8,3,1,EU1,EUROPE,T
109,8,12,0,EU1,EUROPE,T
110,8,21,0,EU1,EUROPE,T
111,8,21,0,EU1,EUROPE,T
112,8,21,0,EU1,EUROPE,T
113,8,21,0,EU1,EUROPE,T
114,8,21,0,EU1,EUROPE,T
115,8,21,0,EU1,EUROPE,T
116,8,21,0,EU1,EUROPE,T
117,9,3,1,AS1,ASIA,C
118,9,3,1,AS1,ASIA,C
119,9,3,1,AS1,ASIA,C
120,9,3,1,AS1,ASIA,C
121,9,3,1,AS1,ASIA,C
122,9,6,1,AS1,ASIA,C
123,9,9,0,AS1,ASIA,C
124,9,15,1,AS1,ASIA,C
125,9,15,0,AS1,ASIA,C
126,9,15,0,AS1,ASIA,C
127,9,21,0,AS1,ASIA,C
128,9,21,0,AS1,ASIA,C
129,9,21,0,AS1,ASIA,C
130,9,21,0,AS1,ASIA,C
131,9,21,0,AS1,ASIA,C
132,10,3,1,AM2,AMERICA,T
133,10,3,1,AM2,AMERICA,T
134,10,3,0,AM2,AMERICA,T
135,10,12,0,AM2,AMERICA,T
136,10,15,1,AM2,AMERICA,T
137,10,15,1,AM2,AMERICA,T
138,10,18,1,AM2,AMERICA,T
139,10,21,0,AM2,AMERICA,T
140,10,21,0,AM2,AMERICA,T
141,10,21,0,AM2,AMERICA,T
142,10,21,0,AM2,AMERICA,T
143,10,21,0,AM2,AMERICA,T
144,10,21,0,AM2,AMERICA,T
145,10,21,0,AM2,AMERICA,T
146,10,21,0,AM2,AMERICA,T
147,11,3,1,AS1,ASIA,T
148,11,3,1,AS1,ASIA,T
149,11,3,1,AS1,ASIA,T
150,11,3,1,AS1,ASIA,T
151,11,3,1,AS1,ASIA,T
152,11,3,1,AS1,ASIA,T
153,11,3,1,AS1,ASIA,T
154,11,3,1,AS1,ASIA,T
155,11,3,1,AS1,ASIA,T
156,11,9,1,AS1,ASIA,T
157,11,9,1,AS1,ASIA,T
158,11,15,1,AS1,ASIA,T
159,11,21,1,AS1,ASIA,T
160,11,21,1,AS1,ASIA,T
161,11,21,1,AS1,ASIA,T
162,12,3,1,AM1,AMERICA,T
163,12,12,1,AM1,AMERICA,T
164,12,12,1,AM1,AMERICA,T
165,12,12,1,AM1,AMERICA,T
166,12,15,1,AM1,AMERICA,T
167,12,15,1,AM1,AMERICA,T
168,12,18,1,AM1,AMERICA,T
169,12,21,1,AM1,AMERICA,T
170,12,21,1,AM1,AMERICA,T
171,12,21,1,AM1,AMERICA,T
172,12,21,0,AM1,AMERICA,T
173,12,21,0,AM1,AMERICA,T
174,12,21,0,AM1,AMERICA,T
175,12,21,0,AM1,AMERICA,T
176,13,3,1,AM1,AMERICA,C
177,13,3,1,AM1,AMERICA,C
178,13,3,1,AM1,AMERICA,C
179,13,21,1,AM1,AMERICA,C
180,13,21,0,AM1,AMERICA,C
181,13,21,0,AM1,AMERICA,C
182,13,21,0,AM1,AMERICA,C
183,13,21,0,AM1,AMERICA,C
184,13,21,0,AM1,AMERICA,C
185,13,21,0,AM1,AMERICA,C
186,13,21,0,AM1,AMERICA,C
187,13,21,0,AM1,AMERICA,C
188,13,21,0,AM1,AMERICA,C
189,13,21,0,AM1,AMERICA,C
190,13,21,0,AM1,AMERICA,C
191,14,3,1,EU2,EUROPE,T
192,14,3,1,EU2,EUROPE,T
193,14,6,1,EU2,EUROPE,T
194,14,9,1,EU2,EUROPE,T
195,14,9,0,EU2,EUROPE,T
196,14,12,1,EU2,EUROPE,T
197,14,15,1,EU2,EUROPE,T
198,14,15,1,EU2,EUROPE,T
199,14,15,1,EU2,EUROPE,T
200,14,18,1,EU2,EUROPE,T
201,14,18,1,EU2,EUROPE,T
202,14,18,1,EU2,EUROPE,T
203,14,21,1,EU2,EUROPE,T
204,15,3,1,EU1,EUROPE,C
205,15,3,1,EU1,EUROPE,C
206,15,3,1,EU1,EUROPE,C
207,15,6,1,EU1,EUROPE,C
208,15,15,0,EU1,EUROPE,C
209,15,21,0,EU1,EUROPE,C
210,15,21,0,EU1,EUROPE,C
211,15,21,0,EU1,EUROPE,C
212,15,21,0,EU1,EUROPE,C
213,15,21,0,EU1,EUROPE,C
214,15,21,0,EU1,EUROPE,C
215,15,21,0,EU1,EUROPE,C
216,15,21,0,EU1,EUROPE,C
217,15,21,0,EU1,EUROPE,C
218,16,3,1,AF1,AFRICA,T
219,16,3,1,AF1,AFRICA,T
220,16,6,1,AF1,AFRICA,T
221,16,12,1,AF1,AFRICA,T
222,16,12,1,AF1,AFRICA,T
223,16,12,1,AF1,AFRICA,T
224,16,15,1,AF1,AFRICA,T
225,16,15,1,AF1,AFRICA,T
226,16,21,1,AF1,AFRICA,T
227,16,21,1,AF1,AFRICA,T
228,16,21,1,AF1,AFRICA,T
229,16,21,0,AF1,AFRICA,T
230,16,21,0,AF1,AFRICA,T
231,16,21,0,AF1,AFRICA,T
232,16,21,0,AF1,AFRICA,T
233,17,12,1,EU1,EUROPE,T
234,17,12,1,EU1,EUROPE,T
235,17,18,1,EU1,EUROPE,T
236,17,21,0,EU1,EUROPE,T
237,17,21,0,EU1,EUROPE,T
238,17,21,0,EU1,EUROPE,T
239,17,21,0,EU1,EUROPE,T
240,17,21,0,EU1,EUROPE,T
241,17,21,0,EU1,EUROPE,T
242,17,21,0,EU1,EUROPE,T
243,17,21,0,EU1,EUROPE,T
244,17,21,0,EU1,EUROPE,T
245,17,21,0,EU1,EUROPE,T
246,17,21,0,EU1,EUROPE,T
247,17,21,0,EU1,EUROPE,T
248,18,3,1,AM1,AMERICA,C
249,18,3,1,AM1,AMERICA,C
250,18,18,1,AM1,AMERICA,C
251,18,21,1,AM1,AMERICA,C
252,18,21,1,AM1,AMERICA,C
253,18,21,0,AM1,AMERICA,C
254,18,21,0,AM1,AMERICA,C
255,18,21,0,AM1,AMERICA,C
256,18,21,0,AM1,AMERICA,C
257,18,21,0,AM1,AMERICA,C
258,18,21,0,AM1,AMERICA,C
259,18,21,0,AM1,AMERICA,C
260,18,21,0,AM1,AMERICA,C
261,18,21,0,AM1,AMERICA,C
262,18,21,0,AM1,AMERICA,C
263,19,3,1,AS1,ASIA,T
264,19,3,1,AS1,ASIA,T
265,19,3,1,AS1,ASIA,T
266,19,3,1,AS1,ASIA,T
267,19,3,1,AS1,ASIA,T
268,19,3,1,AS1,ASIA,T
269,19,3,1,AS1,ASIA,T
270,19,6,1,AS1,ASIA,T
271,19,12,1,AS1,ASIA,T
272,19,21,1,AS1,ASIA,T
273,19,21,0,AS1,ASIA,T
274,19,21,0,AS1,ASIA,T
275,20,3,1,AS2,ASIA,C
276,20,3,1,AS2,ASIA,C
277,20,3,1,AS2,ASIA,C
278,20,6,1,AS2,ASIA,C
279,20,12,1,AS2,ASIA,C
280,20,21,0,AS2,ASIA,C
281,20,21,0,AS2,ASIA,C
282,20,21,0,AS2,ASIA,C
283,20,21,0,AS2,ASIA,C
284,20,21,0,AS2,ASIA,C
285,20,21,0,AS2,ASIA,C
286,20,21,0,AS2,ASIA,C
287,20,21,0,AS2,ASIA,C
288,20,21,0,AS2,ASIA,C
289,20,21,0,AS2,ASIA,C
290,21,3,1,EU1,EUROPE,T
291,21,3,1,EU1,EUROPE,T
292,21,6,0,EU1,EUROPE,T
293,21,15,1,EU1,EUROPE,T
294,21,15,1,EU1,EUROPE,T
295,21,15,1,EU1,EUROPE,T
296,21,15,1,EU1,EUROPE,T
297,21,15,1,EU1,EUROPE,T
298,21,21,1,EU1,EUROPE,T
299,21,21,1,EU1,EUROPE,T
300,21,21,1,EU1,EUROPE,T
301,21,21,1,EU1,EUROPE,T
302,21,21,1,EU1,EUROPE,T
303,22,3,0,AF1,AFRICA,T
304,22,3,0,AF1,AFRICA,T
305,22,3,0,AF1,AFRICA,T
306,22,3,0,AF1,AFRICA,T
307,22,3,0,AF1,AFRICA,T
308,22,3,0,AF1,AFRICA,T
309,22,3,0,AF1,AFRICA,T
310,22,3,0,AF1,AFRICA,T
311,22,3,0,AF1,AFRICA,T
312,22,3,0,AF1,AFRICA,T
313,22,3,0,AF1,AFRICA,T
314,22,3,0,AF1,AFRICA,T
315,22,3,0,AF1,AFRICA,T
316,22,3,0,AF1,AFRICA,T
317,22,3,0,AF1,AFRICA,T
318,23,3,1,AS1,ASIA,T
319,23,3,1,AS1,ASIA,T
320,23,3,1,AS1,ASIA,T
321,23,3,1,AS1,ASIA,T
322,23,3,1,AS1,ASIA,T
323,23,15,1,AS1,ASIA,T
324,23,15,1,AS1,ASIA,T
325,23,15,1,AS1,ASIA,T
326,23,18,1,AS1,ASIA,T
327,23,21,1,AS1,ASIA,T
328,23,21,0,AS1,ASIA,T
329,23,21,0,AS1,ASIA,T
330,23,21,0,AS1,ASIA,T
331,23,21,0,AS1,ASIA,T
332,23,21,0,AS1,ASIA,T
333,24,3,1,AS2,ASIA,T
334,24,3,1,AS2,ASIA,T
335,24,6,0,AS2,ASIA,T
336,24,9,1,AS2,ASIA,T
337,24,9,1,AS2,ASIA,T
338,24,9,1,AS2,ASIA,T
339,24,12,1,AS2,ASIA,T
340,24,21,1,AS2,ASIA,T
341,24,21,0,AS2,ASIA,T
342,24,21,0,AS2,ASIA,T
343,24,21,0,AS2,ASIA,T
344,24,21,0,AS2,ASIA,T
345,24,21,0,AS2,ASIA,T
346,24,21,0,AS2,ASIA,T
347,25,3,1,AF1,AFRICA,C
348,25,3,1,AF1,AFRICA,C
349,25,3,1,AF1,AFRICA,C
350,25,3,1,AF1,AFRICA,C
351,25,3,1,AF1,AFRICA,C
352,25,6,1,AF1,AFRICA,C
353,25,15,0,AF1,AFRICA,C
354,25,21,0,AF1,AFRICA,C
355,25,21,0,AF1,AFRICA,C
356,25,21,0,AF1,AFRICA,C
357,25,21,0,AF1,AFRICA,C
358,25,21,0,AF1,AFRICA,C
359,25,21,0,AF1,AFRICA,C
360,25,21,0,AF1,AFRICA,C
361,25,21,0,AF1,AFRICA,C
362,26,3,1,EU2,EUROPE,T
363,26,3,1,EU2,EUROPE,T
364,26,3,1,EU2,EUROPE,T
365,26,6,0,EU2,EUROPE,T
366,26,12,1,EU2,EUROPE,T
367,26,12,1,EU2,EUROPE,T
368,26,15,1,EU2,EUROPE,T
369,26,15,1,EU2,EUROPE,T
370,26,18,1,EU2,EUROPE,T
371,26,18,1,EU2,EUROPE,T
372,26,18,1,EU2,EUROPE,T
373,26,21,1,EU2,EUROPE,T
374,26,21,1,EU2,EUROPE,T
375,26,21,0,EU2,EUROPE,T
376,26,21,0,EU2,EUROPE,T
377,27,3,1,AS1,ASIA,T
378,27,3,1,AS1,ASIA,T
379,27,3,1,AS1,ASIA,T
380,27,3,1,AS1,ASIA,T
381,27,3,1,AS1,ASIA,T
382,27,3,1,AS1,ASIA,T
383,27,12,1,AS1,ASIA,T
384,27,15,1,AS1,ASIA,T
385,27,18,1,AS1,ASIA,T
386,27,21,1,AS1,ASIA,T
387,27,21,1,AS1,ASIA,T
388,27,21,0,AS1,ASIA,T
389,27,21,0,AS1,ASIA,T
390,27,21,0,AS1,ASIA,T
391,28,3,1,AM2,AMERICA,C
392,28,6,1,AM2,AMERICA,C
393,28,15,1,AM2,AMERICA,C
394,28,15,0,AM2,AMERICA,C
395,28,21,0,AM2,AMERICA,C
396,28,21,0,AM2,AMERICA,C
397,28,21,0,AM2,AMERICA,C
398,28,21,0,AM2,AMERICA,C
399,28,21,0,AM2,AMERICA,C
400,28,21,0,AM2,AMERICA,C
401,28,21,0,AM2,AMERICA,C
402,28,21,0,AM2,AMERICA,C
403,28,21,0,AM2,AMERICA,C
404,29,3,1,AM1,AMERICA,T
405,29,3,1,AM1,AMERICA,T
406,29,12,1,AM1,AMERICA,T
407,29,12,1,AM1,AMERICA,T
408,29,21,0,AM1,AMERICA,T
409,29,21,0,AM1,AMERICA,T
410,29,21,0,AM1,AMERICA,T
411,29,21,0,AM1,AMERICA,T
412,29,21,0,AM1,AMERICA,T
413,29,21,0,AM1,AMERICA,T
414,29,21,0,AM1,AMERICA,T
415,29,21,0,AM1,AMERICA,T
416,29,21,0,AM1,AMERICA,T
417,29,21,0,AM1,AMERICA,T
418,29,21,0,AM1,AMERICA,T
419,30,3,1,AM2,AMERICA,T
420,30,3,1,AM2,AMERICA,T
421,30,6,1,AM2,AMERICA,T
422,30,6,1,AM2,AMERICA,T
423,30,6,0,AM2,AMERICA,T
424,30,6,0,AM2,AMERICA,T
425,30,6,0,AM2,AMERICA,T
426,30,6,0,AM2,AMERICA,T
427,30,18,1,AM2,AMERICA,T
428,30,18,1,AM2,AMERICA,T
429,30,21,1,AM2,AMERICA,T
430,30,21,0,AM2,AMERICA,T
431,30,21,0,AM2,AMERICA,T
432,30,21,0,AM2,AMERICA,T
433,30,21,0,AM2,AMERICA,T
434,31,3,1,AM2,AMERICA,T
435,31,3,1,AM2,AMERICA,T
436,31,15,1,AM2,AMERICA,T
437,31,15,1,AM2,AMERICA,T
438,31,21,1,AM2,AMERICA,T
439,31,21,1,AM2,AMERICA,T
440,31,21,1,AM2,AMERICA,T
441,31,21,1,AM2,AMERICA,T
442,31,21,1,AM2,AMERICA,T
443,31,21,0,AM2,AMERICA,T
444,31,21,0,AM2,AMERICA,T
445,31,21,0,AM2,AMERICA,T
446,31,21,0,AM2,AMERICA,T
447,31,21,0,AM2,AMERICA,T
448,31,21,0,AM2,AMERICA,T
449,32,3,1,AS1,ASIA,C
450,32,3,1,AS1,ASIA,C
451,32,3,1,AS1,ASIA,C
452,32,3,1,AS1,ASIA,C
453,32,3,1,AS1,ASIA,C
454,32,3,1,AS1,ASIA,C
455,32,3,1,AS1,ASIA,C
456,32,3,1,AS1,ASIA,C
457,32,3,1,AS1,ASIA,C
458,32,3,1,AS1,ASIA,C
459,32,6,0,AS1,ASIA,C
460,32,6,0,AS1,ASIA,C
461,32,18,1,AS1,ASIA,C
462,33,3,1,EU2,EUROPE,T
463,33,3,1,EU2,EUROPE,T
464,33,3,1,EU2,EUROPE,T
465,33,12,1,EU2,EUROPE,T
466,33,15,1,EU2,EUROPE,T
467,33,15,1,EU2,EUROPE,T
468,33,15,0,EU2,EUROPE,T
469,33,18,1,EU2,EUROPE,T
470,33,18,1,EU2,EUROPE,T
471,33,21,1,EU2,EUROPE,T
472,33,21,1,EU2,EUROPE,T
473,33,21,1,EU2,EUROPE,T
474,33,21,0,EU2,EUROPE,T
475,33,21,0,EU2,EUROPE,T
476,33,21,0,EU2,EUROPE,T
477,34,3,1,AF1,AFRICA,T
478,34,3,1,AF1,AFRICA,T
479,34,3,1,AF1,AFRICA,T
480,34,3,1,AF1,AFRICA,T
481,34,3,1,AF1,AFRICA,T
482,34,3,1,AF1,AFRICA,T
483,34,9,1,AF1,AFRICA,T
484,34,9,1,AF1,AFRICA,T
485,34,12,1,AF1,AFRICA,T
486,34,15,1,AF1,AFRICA,T
487,34,18,1,AF1,AFRICA,T
488,34,18,1,AF1,AFRICA,T
489,34,21,1,AF1,AFRICA,T
490,34,21,0,AF1,AFRICA,T
491,34,21,0,AF1,AFRICA,T
492,35,3,1,AF2,AFRICA,T
493,35,3,1,AF2,AFRICA,T
494,35,3,1,AF2,AFRICA,T
495,35,3,1,AF2,AFRICA,T
496,35,9,1,AF2,AFRICA,T
497,35,9,1,AF2,AFRICA,T
498,35,12,1,AF2,AFRICA,T
499,35,12,1,AF2,AFRICA,T
500,35,15,1,AF2,AFRICA,T
501,35,21,1,AF2,AFRICA,T
502,35,21,0,AF2,AFRICA,T
503,35,21,0,AF2,AFRICA,T
504,35,21,0,AF2,AFRICA,T
505,35,21,0,AF2,AFRICA,T
506,36,3,1,AM1,AMERICA,C
507,36,3,1,AM1,AMERICA,C
508,36,6,1,AM1,AMERICA,C
509,36,9,1,AM1,AMERICA,C
510,36,9,0,AM1,AMERICA,C
511,36,12,0,AM1,AMERICA,C
512,36,21,0,AM1,AMERICA,C
513,36,21,0,AM1,AMERICA,C
514,36,21,0,AM1,AMERICA,C
515,36,21,0,AM1,AMERICA,C
516,36,21,0,AM1,AMERICA,C
517,36,21,0,AM1,AMERICA,C
518,36,21,0,AM1,AMERICA,C
519,36,21,0,AM1,AMERICA,C
520,37,3,1,AM2,AMERICA,T
521,37,3,1,AM2,AMERICA,T
522,37,3,1,AM2,AMERICA,T
523,37,6,1,AM2,AMERICA,T
524,37,6,1,AM2,AMERICA,T
525,37,9,1,AM2,AMERICA,T
526,37,12,1,AM2,AMERICA,T
527,37,12,1,AM2,AMERICA,T
528,37,12,0,AM2,AMERICA,T
529,37,15,1,AM2,AMERICA,T
530,37,21,0,AM2,AMERICA,T
531,37,21,0,AM2,AMERICA,T
532,37,21,0,AM2,AMERICA,T
533,37,21,0,AM2,AMERICA,T
534,37,21,0,AM2,AMERICA,T
535,38,3,1,EU1,EUROPE,T
536,38,3,1,EU1,EUROPE,T
537,38,15,1,EU1,EUROPE,T
538,38,18,1,EU1,EUROPE,T
539,38,21,0,EU1,EUROPE,T
540,38,21,0,EU1,EUROPE,T
541,38,21,0,EU1,EUROPE,T
542,38,21,0,EU1,EUROPE,T
543,38,21,0,EU1,EUROPE,T
544,38,21,0,EU1,EUROPE,T
545,38,21,0,EU1,EUROPE,T
546,38,21,0,EU1,EUROPE,T
547,38,21,0,EU1,EUROPE,T
548,38,21,0,EU1,EUROPE,T
549,39,3,1,AF1,AFRICA,T
550,39,3,1,AF1,AFRICA,T
551,39,3,1,AF1,AFRICA,T
552,39,3,1,AF1,AFRICA,T
553,39,3,1,AF1,AFRICA,T
554,39,3,1,AF1,AFRICA,T
555,39,9,1,AF1,AFRICA,T
556,39,9,1,AF1,AFRICA,T
557,39,12,1,AF1,AFRICA,T
558,39,15,1,AF1,AFRICA,T
559,39,15,1,AF1,AFRICA,T
560,39,21,0,AF1,AFRICA,T
561,39,21,0,AF1,AFRICA,T
562,39,21,0,AF1,AFRICA,T
563,40,3,1,AF1,AFRICA,T
564,40,6,0,AF1,AFRICA,T
565,40,9,1,AF1,AFRICA,T
566,40,9,0,AF1,AFRICA,T
567,40,15,1,AF1,AFRICA,T
568,40,21,0,AF1,AFRICA,T
569,40,21,0,AF1,AFRICA,T
570,40,21,0,AF1,AFRICA,T
571,40,21,0,AF1,AFRICA,T
572,40,21,0,AF1,AFRICA,T
573,40,21,0,AF1,AFRICA,T
574,40,21,0,AF1,AFRICA,T
575,40,21,0,AF1,AFRICA,T
576,40,21,0,AF1,AFRICA,T
577,40,21,0,AF1,AFRICA,T
578,41,3,1,AS2,ASIA,C
579,41,3,1,AS2,ASIA,C
580,41,9,0,AS2,ASIA,C
581,41,21,1,AS2,ASIA,C
582,41,21,1,AS2,ASIA,C
583,41,21,0,AS2,ASIA,C
584,41,21,0,AS2,ASIA,C
585,41,21,0,AS2,ASIA,C
586,41,21,0,AS2,ASIA,C
587,41,21,0,AS2,ASIA,C
588,41,21,0,AS2,ASIA,C
589,41,21,0,AS2,ASIA,C
590,41,21,0,AS2,ASIA,C
591,41,21,0,AS2,ASIA,C
592,41,21,0,AS2,ASIA,C
593,42,3,1,AM2,AMERICA,C
594,42,3,1,AM2,AMERICA,C
595,42,3,1,AM2,AMERICA,C
596,42,12,1,AM2,AMERICA,C
597,42,15,1,AM2,AMERICA,C
598,42,15,1,AM2,AMERICA,C
599,42,15,1,AM2,AMERICA,C
600,42,21,0,AM2,AMERICA,C
601,42,21,0,AM2,AMERICA,C
602,42,21,0,AM2,AMERICA,C
603,42,21,0,AM2,AMERICA,C
604,43,3,1,AM2,AMERICA,C
605,43,9,1,AM2,AMERICA,C
606,43,21,0,AM2,AMERICA,C
607,43,21,0,AM2,AMERICA,C
608,43,21,0,AM2,AMERICA,C
609,43,21,0,AM2,AMERICA,C
610,43,21,0,AM2,AMERICA,C
611,43,21,0,AM2,AMERICA,C
612,43,21,0,AM2,AMERICA,C
613,43,21,0,AM2,AMERICA,C
614,43,21,0,AM2,AMERICA,C
615,43,21,0,AM2,AMERICA,C
616,43,21,0,AM2,AMERICA,C
617,43,21,0,AM2,AMERICA,C
618,44,3,1,EU1,EUROPE,C
619,44,3,1,EU1,EUROPE,C
620,44,3,1,EU1,EUROPE,C
621,44,3,1,EU1,EUROPE,C
622,44,3,1,EU1,EUROPE,C
623,44,21,1,EU1,EUROPE,C
624,44,21,0,EU1,EUROPE,C
625,44,21,0,EU1,EUROPE,C
626,44,21,0,EU1,EUROPE,C
627,44,21,0,EU1,EUROPE,C
628,44,21,0,EU1,EUROPE,C
629,44,21,0,EU1,EUROPE,C
630,45,15,0,AM1,AMERICA,C
631,45,15,0,AM1,AMERICA,C
632,45,21,0,AM1,AMERICA,C
633,45,21,0,AM1,AMERICA,C
634,45,21,0,AM1,AMERICA,C
635,45,21,0,AM1,AMERICA,C
636,45,21,0,AM1,AMERICA,C
637,45,21,0,AM1,AMERICA,C
638,45,21,0,AM1,AMERICA,C
639,45,21,0,AM1,AMERICA,C
640,45,21,0,AM1,AMERICA,C
641,45,21,0,AM1,AMERICA,C
642,45,21,0,AM1,AMERICA,C
643,45,21,0,AM1,AMERICA,C
644,45,21,0,AM1,AMERICA,C
645,46,3,1,EU1,EUROPE,C
646,46,3,1,EU1,EUROPE,C
647,46,3,1,EU1,EUROPE,C
648,46,3,1,EU1,EUROPE,C
649,46,3,1,EU1,EUROPE,C
650,46,3,1,EU1,EUROPE,C
651,46,21,0,EU1,EUROPE,C
652,46,21,0,EU1,EUROPE,C
653,46,21,0,EU1,EUROPE,C
654,46,21,0,EU1,EUROPE,C
655,46,21,0,EU1,EUROPE,C
656,46,21,0,EU1,EUROPE,C
657,46,21,0,EU1,EUROPE,C
658,46,21,0,EU1,EUROPE,C
659,46,21,0,EU1,EUROPE,C
660,47,3,1,AM2,AMERICA,T
661,47,3,1,AM2,AMERICA,T
662,47,3,1,AM2,AMERICA,T
663,47,3,1,AM2,AMERICA,T
664,47,12,1,AM2,AMERICA,T
665,47,12,1,AM2,AMERICA,T
666,47,15,1,AM2,AMERICA,T
667,47,18,1,AM2,AMERICA,T
668,47,21,0,AM2,AMERICA,T
669,47,21,0,AM2,AMERICA,T
670,47,21,0,AM2,AMERICA,T
671,47,21,0,AM2,AMERICA,T
672,47,21,0,AM2,AMERICA,T
673,48,3,1,AS1,ASIA,T
674,48,3,1,AS1,ASIA,T
675,48,12,1,AS1,ASIA,T
676,48,12,1,AS1,ASIA,T
677,48,12,1,AS1,ASIA,T
678,48,15,1,AS1,ASIA,T
679,48,15,1,AS1,ASIA,T
680,48,15,1,AS1,ASIA,T
681,48,15,1,AS1,ASIA,T
682,48,18,1,AS1,ASIA,T
683,48,21,1,AS1,ASIA,T
684,48,21,0,AS1,ASIA,T
685,48,21,0,AS1,ASIA,T
686,49,3,1,AF1,AFRICA,T
687,49,3,1,AF1,AFRICA,T
688,49,3,1,AF1,AFRICA,T
689,49,3,1,AF1,AFRICA,T
690,49,3,1,AF1,AFRICA,T
691,49,9,1,AF1,AFRICA,T
692,49,18,1,AF1,AFRICA,T
693,49,18,1,AF1,AFRICA,T
694,49,18,1,AF1,AFRICA,T
695,49,18,1,AF1,AFRICA,T
696,49,21,0,AF1,AFRICA,T
697,50,3,1,EU2,EUROPE,C
698,50,3,1,EU2,EUROPE,C
699,50,9,0,EU2,EUROPE,C
700,50,12,0,EU2,EUROPE,C
701,50,15,1,EU2,EUROPE,C
702,50,15,1,EU2,EUROPE,C
703,50,21,0,EU2,EUROPE,C
704,50,21,0,EU2,EUROPE,C
705,50,21,0,EU2,EUROPE,C
706,50,21,0,EU2,EUROPE,C
707,50,21,0,EU2,EUROPE,C
